"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",497
"k8s",2,"resTime",501
"k8s",3,"resTime",492
"k8s",4,"resTime",496
"k8s",5,"resTime",499
"k8s",6,"resTime",500
"nomad",1,"resTime",480
"nomad",2,"resTime",480
"nomad",3,"resTime",479
"nomad",4,"resTime",481
"nomad",5,"resTime",484
"nomad",6,"resTime",484
"swarm",1,"resTime",492
"swarm",2,"resTime",491
"swarm",3,"resTime",491
"swarm",4,"resTime",492
"swarm",5,"resTime",491
"swarm",6,"resTime",490
"k8s",1,"throughput",29.870301690473852
"k8s",2,"throughput",29.646102039519665
"k8s",3,"throughput",30.233966580645944
"k8s",4,"throughput",29.951933117192127
"k8s",5,"throughput",29.711872522949335
"k8s",6,"throughput",29.642034005117793
"nomad",1,"throughput",30.585810700969624
"nomad",2,"throughput",30.680117583008148
"nomad",3,"throughput",30.57800690287911
"nomad",4,"throughput",30.595865296009208
"nomad",5,"throughput",30.225610277484837
"nomad",6,"throughput",30.08575665742472
"swarm",1,"throughput",30.245725452303024
"swarm",2,"throughput",30.219502654083193
"swarm",3,"throughput",30.277048621505312
"swarm",4,"throughput",30.244575292528435
"swarm",5,"throughput",30.292406772618676
"swarm",6,"throughput",30.23707525960078
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
