"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",489
"k8s",2,"resTime",492
"k8s",3,"resTime",490
"k8s",4,"resTime",491
"k8s",5,"resTime",493
"k8s",6,"resTime",492
"nomad",1,"resTime",475
"nomad",2,"resTime",469
"nomad",3,"resTime",472
"nomad",4,"resTime",472
"nomad",5,"resTime",474
"nomad",6,"resTime",475
"swarm",1,"resTime",491
"swarm",2,"resTime",492
"swarm",3,"resTime",489
"swarm",4,"resTime",488
"swarm",5,"resTime",492
"swarm",6,"resTime",488
"k8s",1,"throughput",30.54651152640905
"k8s",2,"throughput",30.39760536881038
"k8s",3,"throughput",30.494818625759432
"k8s",4,"throughput",30.484352324023536
"k8s",5,"throughput",30.32905661423901
"k8s",6,"throughput",30.408910562436674
"nomad",1,"throughput",31.094934390017468
"nomad",2,"throughput",31.721068518233157
"nomad",3,"throughput",31.539045960758017
"nomad",4,"throughput",31.481194945016984
"nomad",5,"throughput",31.30871222287831
"nomad",6,"throughput",31.303363087703982
"swarm",1,"throughput",30.483290157020082
"swarm",2,"throughput",30.41464561440713
"swarm",3,"throughput",30.59220102122615
"swarm",4,"throughput",30.68603612174802
"swarm",5,"throughput",30.350862738125695
"swarm",6,"throughput",30.596988826131813
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.08001143
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
