"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",11
"k8s",2,"resTime",10
"k8s",3,"resTime",10
"k8s",4,"resTime",10
"k8s",5,"resTime",10
"k8s",6,"resTime",10
"nomad",1,"resTime",20
"nomad",2,"resTime",19
"nomad",3,"resTime",19
"nomad",4,"resTime",19
"nomad",5,"resTime",19
"nomad",6,"resTime",19
"swarm",1,"resTime",10
"swarm",2,"resTime",8
"swarm",3,"resTime",8
"swarm",4,"resTime",8
"swarm",5,"resTime",8
"swarm",6,"resTime",8
"k8s",1,"throughput",1013.5839657070034
"k8s",2,"throughput",1056.1339972838389
"k8s",3,"throughput",1097.7445967564854
"k8s",4,"throughput",1076.0739214661296
"k8s",5,"throughput",1113.7455841634576
"k8s",6,"throughput",1086.126629422719
"nomad",1,"throughput",651.7609371798932
"nomad",2,"throughput",666.1527040146194
"nomad",3,"throughput",657.6647685628911
"nomad",4,"throughput",659.7975074944852
"nomad",5,"throughput",655.1898449786565
"nomad",6,"throughput",665.3041825095057
"swarm",1,"throughput",1314.1194141945175
"swarm",2,"throughput",1523.8406270411497
"swarm",3,"throughput",1533.2544689800209
"swarm",4,"throughput",1600.4298911552182
"swarm",5,"throughput",1481.5834038950043
"swarm",6,"throughput",1584.4161724091095
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
