"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,"warm",5833,0,0.0,2.7930738899365712,1.0,80.0,4.0,4.0,9.0,345.67974398482875,105.6618748703627,66.16526349709613
1,"cold",5833,0,0.0,3.8643922509857784,1.0,5533.0,4.0,5.0,9.0,251.19503897334312,76.78129609243788,48.080300428491455
1,"warm",5833,0,0.0,2.791530944625404,1.0,73.0,3.0,4.0,8.0,344.1297935103245,105.18811071165192,65.86859328908555
1,"cold",5833,0,0.0,3.960226298645654,2.0,5851.0,4.0,5.0,9.0,245.1355326749317,74.92912278052111,46.920473051061144
1,"warm",5833,0,0.0,2.915652322989881,1.0,1022.0,3.0,5.0,8.0,330.65018989853183,101.06788031078172,63.288512910265865
1,"cold",5833,0,0.0,4.110234870564012,2.0,5474.0,4.0,5.0,10.0,237.2488408037094,72.5184445034776,45.41091093508501
2,"warm",5833,0,0.0,2.8122749871421227,2.0,77.0,3.0,4.0,7.0,340.71261682242994,104.14360260294976,65.21452431366822
2,"cold",5833,0,0.0,4.6876392936739215,1.0,10334.0,4.0,5.0,9.0,208.6119952791388,63.76518996325239,39.92963972139766
2,"warm",5833,0,0.0,2.8397051260072033,1.0,577.0,3.0,4.0,8.0,340.6529229691059,104.12535633723645,65.20309853705542
2,"cold",5833,0,0.0,3.9782273272758615,1.0,5749.0,4.0,5.0,9.0,243.40677683191453,74.40070424647388,46.58957837798364
2,"warm",5833,0,0.0,2.77953025887194,1.0,79.0,3.0,4.0,8.0,345.2500739863865,105.53054019310447,66.08302197395679
2,"cold",5833,0,0.0,4.823075604320247,2.0,10791.0,4.0,5.0,8.0,202.9434277364136,62.03251257958736,38.844640465172915
3,"warm",5833,0,0.0,2.7328990228013073,1.0,90.0,3.0,4.0,8.0,353.02305876656783,107.90646229876536,67.57081984203838
3,"cold",5833,0,0.0,4.7747299845705315,1.0,10413.0,4.0,5.0,8.0,203.85838604829974,62.31218245421662,39.01976920455737
3,"warm",5833,0,0.0,2.7279273101320016,1.0,79.0,3.0,4.0,8.0,353.1085416792784,107.93259135313882,67.58718180579939
3,"cold",5833,0,0.0,3.6999828561632206,1.0,4941.0,4.0,5.0,8.0,262.7004143397586,80.29807586752386,50.28250118221942
3,"warm",5833,0,0.0,2.943082461854965,1.0,543.0,4.0,5.0,9.0,327.77028545740615,100.18759701969545,62.73728120083165
3,"cold",5833,0,0.0,4.837990742328153,2.0,10293.0,4.0,5.0,8.0,201.91775131542508,61.71900015793755,38.648319587718085
4,"warm",5833,0,0.0,2.7605006000342867,1.0,75.0,3.0,4.0,7.0,349.55354467549586,106.84595652678732,66.90673316054414
4,"cold",5833,8,0.13715069,5.878621635522031,2.0,9744.0,4.0,5.0,10.0,166.65714285714287,50.90873325892857,31.89921875
4,"warm",5833,0,0.0,2.8181038916509524,1.0,75.0,4.0,4.0,7.0,342.6138032305433,104.7247269640235,65.57842327459619
4,"cold",5833,0,0.0,3.7980456026058773,1.0,5040.0,4.0,5.0,9.0,256.3617984441612,78.3605887822485,49.069250483452734
4,"warm",5833,0,0.0,2.7256986113492165,1.0,78.0,3.0,4.0,7.0,352.31940082145445,107.6913793526516,67.43613531348151
4,"cold",5833,0,0.0,4.799931424652831,2.0,10219.0,4.0,5.0,8.659999999999854,202.35906331309627,61.853893375975716,38.732789462272336
5,"warm",5833,0,0.0,2.7318703925938634,1.0,75.0,3.0,4.0,7.0,351.470233791275,107.43181950846589,67.27359943661124
5,"cold",5833,0,0.0,4.855134579118813,2.0,10721.0,4.0,5.0,9.0,201.26285280518942,61.518821218773724,38.52296791974329
5,"warm",5833,0,0.0,2.9312532144694043,2.0,75.0,4.0,5.0,8.0,329.7343131712832,100.78792970958168,63.11320838044092
5,"cold",5833,0,0.0,4.755528887365003,2.0,10771.0,4.0,5.0,8.0,205.49586048969525,62.81269954421349,39.33319204685573
5,"warm",5833,0,0.0,2.9079375964340852,2.0,73.0,4.0,5.0,7.0,329.3805409678695,100.67979426068666,63.04549416963126
5,"cold",5833,0,0.0,5.049374249957138,2.0,9966.0,4.0,5.0,9.0,193.9613606889901,59.28701747622452,37.125416694377016
6,"warm",5833,0,0.0,2.778501628664488,1.0,92.0,4.0,4.0,8.0,345.02543475689106,105.46187605362002,66.04002462143617
6,"cold",5833,0,0.0,3.8184467683867607,1.0,5364.0,4.0,5.0,9.0,254.46058543820615,77.77945629117045,48.70534643153165
6,"warm",5833,0,0.0,2.774044231098916,1.0,78.0,4.0,5.0,8.0,347.4919575837007,106.21580344111163,66.51213250625521
6,"cold",5833,0,0.0,3.874678553060167,1.0,4771.0,4.0,5.0,9.0,249.5187577533473,76.26891716484151,47.759449726226634
6,"warm",5833,0,0.0,3.0406308931938986,1.0,1246.0,4.0,5.0,9.0,317.1487603305785,96.94097849948348,60.7042549070248
6,"cold",5833,0,0.0,5.012686439225096,2.0,10543.0,4.0,5.0,9.0,195.3187784623627,59.70193130734329,37.385234940061615
