"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",12.0
"k8s",2,"resTime",12.0
"k8s",3,"resTime",12.0
"k8s",4,"resTime",12.0
"k8s",5,"resTime",12.0
"k8s",6,"resTime",12.0
"nomad",1,"resTime",13
"nomad",2,"resTime",13.0
"nomad",3,"resTime",14.0
"nomad",4,"resTime",14.0
"nomad",5,"resTime",15.0
"nomad",6,"resTime",15.0
"swarm",1,"resTime",12.0
"swarm",2,"resTime",12.0
"swarm",3,"resTime",12.0
"swarm",4,"resTime",12.0
"swarm",5,"resTime",12.0
"swarm",6,"resTime",12.0
"k8s",1,"throughput",55.42183937167469
"k8s",2,"throughput",55.43825524723086
"k8s",3,"throughput",55.20556976879907
"k8s",4,"throughput",55.156068034221974
"k8s",5,"throughput",54.56643073181379
"k8s",6,"throughput",54.87742734620601
"nomad",1,"throughput",59.05702505700143
"nomad",2,"throughput",57.286142645768685
"nomad",3,"throughput",52.56549660877453
"nomad",4,"throughput",49.058841174104224
"nomad",5,"throughput",46.39553118243651
"nomad",6,"throughput",46.7431384411564
"swarm",1,"throughput",55.47964531070187
"swarm",2,"throughput",54.18258602646586
"swarm",3,"throughput",55.63414983071323
"swarm",4,"throughput",55.207833833884365
"swarm",5,"throughput",55.478502080443825
"swarm",6,"throughput",54.976297362080174
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.02
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
