"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",12.0
"k8s",2,"resTime",13.0
"k8s",3,"resTime",13.0
"k8s",4,"resTime",13.0
"k8s",5,"resTime",13.0
"k8s",6,"resTime",13.0
"nomad",1,"resTime",14
"nomad",2,"resTime",14.0
"nomad",3,"resTime",14.0
"nomad",4,"resTime",15.0
"nomad",5,"resTime",15.0
"nomad",6,"resTime",15.0
"swarm",1,"resTime",12.0
"swarm",2,"resTime",12.0
"swarm",3,"resTime",12.0
"swarm",4,"resTime",12.0
"swarm",5,"resTime",12.0
"swarm",6,"resTime",12.0
"k8s",1,"throughput",52.4608641953103
"k8s",2,"throughput",50.1075881499849
"k8s",3,"throughput",51.329733408030314
"k8s",4,"throughput",50.214919856987905
"k8s",5,"throughput",50.53203008821449
"k8s",6,"throughput",50.45786912093742
"nomad",1,"throughput",53.47769279552557
"nomad",2,"throughput",52.24169095905297
"nomad",3,"throughput",51.43450844040284
"nomad",4,"throughput",51.280172887440024
"nomad",5,"throughput",49.31369427200307
"nomad",6,"throughput",46.66803559571081
"swarm",1,"throughput",53.02138579723713
"swarm",2,"throughput",53.60279714710598
"swarm",3,"throughput",53.396636317035664
"swarm",4,"throughput",53.47315800248727
"swarm",5,"throughput",53.51166477846935
"swarm",6,"throughput",53.49890480099171
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.014285714
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
