"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",16.0
"k8s",2,"resTime",16.0
"k8s",3,"resTime",16.0
"k8s",4,"resTime",15.0
"k8s",5,"resTime",15.0
"k8s",6,"resTime",15.0
"nomad",1,"resTime",22.0
"nomad",2,"resTime",21.0
"nomad",3,"resTime",20.0
"nomad",4,"resTime",22.0
"nomad",5,"resTime",21.0
"nomad",6,"resTime",21.0
"swarm",1,"resTime",16
"swarm",2,"resTime",15.0
"swarm",3,"resTime",15.0
"swarm",4,"resTime",15.0
"swarm",5,"resTime",15.0
"swarm",6,"resTime",15.0
"k8s",1,"throughput",53.62883331239255
"k8s",2,"throughput",53.59606635499278
"k8s",3,"throughput",52.97307605571557
"k8s",4,"throughput",54.029855354358666
"k8s",5,"throughput",54.45572282970606
"k8s",6,"throughput",54.61922596754058
"nomad",1,"throughput",40.486064118358115
"nomad",2,"throughput",42.850881381414474
"nomad",3,"throughput",43.76323837960983
"nomad",4,"throughput",41.14234664190289
"nomad",5,"throughput",42.11281180025051
"nomad",6,"throughput",41.31280283759937
"swarm",1,"throughput",53.594699179671416
"swarm",2,"throughput",57.006692585709565
"swarm",3,"throughput",55.49688741742855
"swarm",4,"throughput",57.785335732800604
"swarm",5,"throughput",57.16871140091111
"swarm",6,"throughput",56.99119079022357
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0028571428
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
