"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",17.0
"k8s",2,"resTime",16.0
"k8s",3,"resTime",16.0
"k8s",4,"resTime",16.0
"k8s",5,"resTime",16.0
"k8s",6,"resTime",16.0
"nomad",1,"resTime",26
"nomad",2,"resTime",29.0
"nomad",3,"resTime",27.0
"nomad",4,"resTime",29.0
"nomad",5,"resTime",26.0
"nomad",6,"resTime",26.0
"swarm",1,"resTime",18.0
"swarm",2,"resTime",17.0
"swarm",3,"resTime",18.0
"swarm",4,"resTime",17.0
"swarm",5,"resTime",17.0
"swarm",6,"resTime",17.0
"k8s",1,"throughput",50.01972206184152
"k8s",2,"throughput",52.23311489942141
"k8s",3,"throughput",51.62394170919496
"k8s",4,"throughput",53.06415152695887
"k8s",5,"throughput",53.00187475202694
"k8s",6,"throughput",52.81344781276878
"nomad",1,"throughput",34.72558024078441
"nomad",2,"throughput",30.663129601659666
"nomad",3,"throughput",32.97056293939163
"nomad",4,"throughput",30.995147930985315
"nomad",5,"throughput",34.492239738805054
"nomad",6,"throughput",34.59968168292851
"swarm",1,"throughput",46.22793276609458
"swarm",2,"throughput",49.247636816970456
"swarm",3,"throughput",47.232129723719034
"swarm",4,"throughput",50.680420850214745
"swarm",5,"throughput",49.904255121958876
"swarm",6,"throughput",49.667300042997695
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.07714286
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
