"startTime","resTime","throughput","errorPct"
"warm_0",28,1469.0982776089159,0.0
"cold_0",3,340.011826257248,0.0
"warm_1",26.0,1468.0565192598897,0.0
"cold_1",3.0,324.60408599645086,0.0
"warm_2",27.0,1472.8288471305232,0.0
"cold_2",3,360.8463133837837,0.0
