"startTime","resTime","throughput","errorPct"
"warm_0",6,1201.442670187152,0.0
"cold_0",6,982.2341301783424,0.0
"warm_1",6.0,1252.4167561761546,0.0
"cold_1",6,1006.3870188158122,0.0
"warm_2",6,1222.7723307924625,0.0
"cold_2",6,1013.0321459600348,0.0
