"framework","runNumber","caseNumber","factor","factorValue"
"nomad","4","user_20","errorPct",77.32286
"nomad","5","user_20","errorPct",93.69714
"nomad","6","user_20","errorPct",54.80857
"swarm","1","user_20","errorPct",0.0
"swarm","2","user_20","errorPct",0.0
"swarm","3","user_20","errorPct",0.0
"swarm","4","user_20","errorPct",0.0
"swarm","5","user_20","errorPct",0.0
"swarm","6","user_20","errorPct",0.0
"k8s","1","user_50","resTime",1587.0
"k8s","2","user_50","resTime",1593
"k8s","3","user_50","resTime",1592
"k8s","4","user_50","resTime",1592
"k8s","5","user_50","resTime",1596.0
"k8s","6","user_50","resTime",1597.0
"nomad","1","user_50","resTime",1551.0
"nomad","2","user_50","resTime",1508
"nomad","3","user_50","resTime",1557
"nomad","4","user_50","resTime",1501
"nomad","5","user_50","resTime",833
"nomad","6","user_50","resTime",1529.0
"swarm","1","user_50","resTime",1615
"swarm","2","user_50","resTime",1599
"swarm","3","user_50","resTime",1597.0
"swarm","4","user_50","resTime",1595.0
"swarm","5","user_50","resTime",1605
"swarm","6","user_50","resTime",1607
"k8s","1","user_50","throughput",30.180548953798912
"k8s","2","user_50","throughput",30.129378406551226
"k8s","3","user_50","throughput",30.094893420858927
"k8s","4","user_50","throughput",30.11082226809729
"k8s","5","user_50","throughput",29.979045521355143
"k8s","6","user_50","throughput",30.022420589735283
"nomad","1","user_50","throughput",28.6438234118958
"nomad","2","user_50","throughput",24.59119241542453
"nomad","3","user_50","throughput",30.412652190585757
"nomad","4","user_50","throughput",25.42520563223198
"nomad","5","user_50","throughput",22.18521409253444
"nomad","6","user_50","throughput",26.93234471517489
"swarm","1","user_50","throughput",29.743270570817703
"swarm","2","user_50","throughput",29.98758445670697
"swarm","3","user_50","throughput",29.96303645116194
"swarm","4","user_50","throughput",30.133310640372247
"swarm","5","user_50","throughput",29.900267444986998
"swarm","6","user_50","throughput",29.9867643636386
"k8s","1","user_50","errorPct",19.634285
"k8s","2","user_50","errorPct",19.151428
"k8s","3","user_50","errorPct",19.98
"k8s","4","user_50","errorPct",18.985714
"k8s","5","user_50","errorPct",20.045713
"k8s","6","user_50","errorPct",19.77143
"nomad","1","user_50","errorPct",67.02286
"nomad","2","user_50","errorPct",61.922855
"nomad","3","user_50","errorPct",41.99143
"nomad","4","user_50","errorPct",62.482857
"nomad","5","user_50","errorPct",86.031425
"nomad","6","user_50","errorPct",41.177143
"swarm","1","user_50","errorPct",17.802856
"swarm","2","user_50","errorPct",18.5
"swarm","3","user_50","errorPct",18.8
"swarm","4","user_50","errorPct",18.051428
"swarm","5","user_50","errorPct",16.757143
"swarm","6","user_50","errorPct",16.431429
