"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",661.0
"k8s",2,"resTime",657.0
"k8s",3,"resTime",657.0
"k8s",4,"resTime",656.0
"k8s",5,"resTime",656.0
"k8s",6,"resTime",657.0
"nomad",1,"resTime",544.0
"nomad",2,"resTime",643.0
"nomad",3,"resTime",639
"nomad",4,"resTime",630
"nomad",5,"resTime",634.0
"nomad",6,"resTime",628
"swarm",1,"resTime",666.0
"swarm",2,"resTime",663.0
"swarm",3,"resTime",661.0
"swarm",4,"resTime",662.0
"swarm",5,"resTime",664.0
"swarm",6,"resTime",664.0
"k8s",1,"throughput",30.128338112261634
"k8s",2,"throughput",30.391309822037172
"k8s",3,"throughput",30.242283897279925
"k8s",4,"throughput",30.352987904767936
"k8s",5,"throughput",30.355330829741288
"k8s",6,"throughput",30.33496737690937
"nomad",1,"throughput",24.54638124362895
"nomad",2,"throughput",30.81059144891648
"nomad",3,"throughput",30.354366460738316
"nomad",4,"throughput",26.939238220659416
"nomad",5,"throughput",22.890941164262735
"nomad",6,"throughput",30.737569522447345
"swarm",1,"throughput",29.805548600927548
"swarm",2,"throughput",29.900218698742485
"swarm",3,"throughput",29.987525189521158
"swarm",4,"throughput",29.587074337101598
"swarm",5,"throughput",29.887197178648588
"swarm",6,"throughput",29.42868001439483
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",84.52
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",49.574287
"nomad",4,"errorPct",77.32286
"nomad",5,"errorPct",93.69714
"nomad",6,"errorPct",54.80857
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
