"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",152.0
"k8s",2,"resTime",147.0
"k8s",3,"resTime",153.0
"k8s",4,"resTime",152.0
"k8s",5,"resTime",157.0
"k8s",6,"resTime",158.0
"nomad",1,"resTime",80
"nomad",2,"resTime",104
"nomad",3,"resTime",68
"nomad",4,"resTime",80
"nomad",5,"resTime",75
"nomad",6,"resTime",59
"swarm",1,"resTime",143.0
"swarm",2,"resTime",145.0
"swarm",3,"resTime",145.0
"swarm",4,"resTime",146.0
"swarm",5,"resTime",137.0
"swarm",6,"resTime",137.0
"k8s",1,"throughput",60.022877290944606
"k8s",2,"throughput",62.06620158392946
"k8s",3,"throughput",59.632222527009134
"k8s",4,"throughput",60.00044571759676
"k8s",5,"throughput",58.249260234395024
"k8s",6,"throughput",58.00194886548188
"nomad",1,"throughput",103.97552605867074
"nomad",2,"throughput",90.60568073457405
"nomad",3,"throughput",108.79041469498124
"nomad",4,"throughput",101.41824604622518
"nomad",5,"throughput",104.8810743109098
"nomad",6,"throughput",118.6008986233453
"swarm",1,"throughput",63.282671034979046
"swarm",2,"throughput",62.24258246252996
"swarm",3,"throughput",61.969057964086275
"swarm",4,"throughput",61.87692149940156
"swarm",5,"throughput",66.0079699908909
"swarm",6,"throughput",66.10021926387019
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.27142859
"nomad",2,"errorPct",51.677143
"nomad",3,"errorPct",6.66
"nomad",4,"errorPct",0.25428572
"nomad",5,"errorPct",0.23142858
"nomad",6,"errorPct",10.328571
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
