"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",792.0
"k8s",2,"resTime",795
"k8s",3,"resTime",792.0
"k8s",4,"resTime",805.0
"k8s",5,"resTime",799.0
"k8s",6,"resTime",810.0
"nomad",1,"resTime",752
"nomad",2,"resTime",850.0
"nomad",3,"resTime",812
"nomad",4,"resTime",702.0
"nomad",5,"resTime",803.0
"nomad",6,"resTime",853.0
"swarm",1,"resTime",639.0
"swarm",2,"resTime",343.0
"swarm",3,"resTime",370.0
"swarm",4,"resTime",324
"swarm",5,"resTime",591.0
"swarm",6,"resTime",316.0
"k8s",1,"throughput",60.14531107154887
"k8s",2,"throughput",59.387844456286004
"k8s",3,"throughput",60.56432103935296
"k8s",4,"throughput",59.405402836523116
"k8s",5,"throughput",59.88167381254641
"k8s",6,"throughput",58.87924203910591
"nomad",1,"throughput",55.027996154063686
"nomad",2,"throughput",58.65299214049905
"nomad",3,"throughput",62.68447646205413
"nomad",4,"throughput",58.596770590492774
"nomad",5,"throughput",52.0048697599625
"nomad",6,"throughput",58.42818174837153
"swarm",1,"throughput",71.14399544678429
"swarm",2,"throughput",116.37688821501128
"swarm",3,"throughput",111.93624111705972
"swarm",4,"throughput",134.98260862828946
"swarm",5,"throughput",77.21752175879453
"swarm",6,"throughput",119.06867881393988
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.014285714
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",44.40286
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",17.66
"nomad",4,"errorPct",41.54286
"nomad",5,"errorPct",54.354286
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.43142858
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
