"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",301.0
"k8s",2,"resTime",301.0
"k8s",3,"resTime",305.0
"k8s",4,"resTime",309.0
"k8s",5,"resTime",304.0
"k8s",6,"resTime",307.0
"nomad",1,"resTime",328.0
"nomad",2,"resTime",330.0
"nomad",3,"resTime",325.0
"nomad",4,"resTime",320
"nomad",5,"resTime",296
"nomad",6,"resTime",327.0
"swarm",1,"resTime",231.0
"swarm",2,"resTime",239.0
"swarm",3,"resTime",227.0
"swarm",4,"resTime",239.0
"swarm",5,"resTime",230.0
"swarm",6,"resTime",161.0
"k8s",1,"throughput",60.73995144274739
"k8s",2,"throughput",61.06337505997296
"k8s",3,"throughput",60.33016111600456
"k8s",4,"throughput",59.48971422840991
"k8s",5,"throughput",60.35211146172814
"k8s",6,"throughput",53.88808027004428
"nomad",1,"throughput",60.28651597334302
"nomad",2,"throughput",59.99201249205107
"nomad",3,"throughput",61.842864114280644
"nomad",4,"throughput",63.06046386720522
"nomad",5,"throughput",55.92916037505773
"nomad",6,"throughput",60.54221608727765
"swarm",1,"throughput",76.85298024878408
"swarm",2,"throughput",75.10326699211416
"swarm",3,"throughput",77.58161816891412
"swarm",4,"throughput",71.87751216633805
"swarm",5,"throughput",78.11942004142561
"swarm",6,"throughput",108.02202414755192
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.5657143
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.42857143
"nomad",4,"errorPct",0.7057143
"nomad",5,"errorPct",38.408573
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.057142857
"swarm",4,"errorPct",0.114285715
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
