"framework","runNumber","caseNumber","factor","factorValue"
"nomad","2","user_50","errorPct",0.0
"nomad","3","user_50","errorPct",17.66
"nomad","4","user_50","errorPct",41.54286
"nomad","5","user_50","errorPct",54.354286
"nomad","6","user_50","errorPct",0.0
"swarm","1","user_50","errorPct",0.0
"swarm","2","user_50","errorPct",0.0
"swarm","3","user_50","errorPct",0.0
"swarm","4","user_50","errorPct",0.43142858
"swarm","5","user_50","errorPct",0.0
"swarm","6","user_50","errorPct",0.0
