"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",67.0
"k8s",2,"resTime",64.0
"k8s",3,"resTime",65.0
"k8s",4,"resTime",66.0
"k8s",5,"resTime",64.0
"k8s",6,"resTime",65.0
"nomad",1,"resTime",78.0
"nomad",2,"resTime",82.0
"nomad",3,"resTime",78
"nomad",4,"resTime",76.0
"nomad",5,"resTime",71
"nomad",6,"resTime",68.0
"swarm",1,"resTime",47.0
"swarm",2,"resTime",49.0
"swarm",3,"resTime",49.0
"swarm",4,"resTime",48
"swarm",5,"resTime",64.0
"swarm",6,"resTime",63.0
"k8s",1,"throughput",61.15235497719017
"k8s",2,"throughput",62.68694141457561
"k8s",3,"throughput",62.971159209082245
"k8s",4,"throughput",62.230630271823394
"k8s",5,"throughput",62.55831328488341
"k8s",6,"throughput",61.83887615793296
"nomad",1,"throughput",59.91350249696778
"nomad",2,"throughput",59.5931321469192
"nomad",3,"throughput",60.53405355115757
"nomad",4,"throughput",52.105588555239905
"nomad",5,"throughput",57.75752693099972
"nomad",6,"throughput",61.819103116290854
"swarm",1,"throughput",94.4967776598818
"swarm",2,"throughput",92.01083098924788
"swarm",3,"throughput",92.77347632818486
"swarm",4,"throughput",92.80499415244999
"swarm",5,"throughput",67.77914842277922
"swarm",6,"throughput",66.98295379515848
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.21714285
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.35714287
"nomad",4,"errorPct",42.931427
"nomad",5,"errorPct",31.585714
"nomad",6,"errorPct",12.857142
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.014285714
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
