"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",19
"k8s",2,"resTime",19
"k8s",3,"resTime",19
"k8s",4,"resTime",19
"k8s",5,"resTime",20
"k8s",6,"resTime",20
"nomad",1,"resTime",44.0
"nomad",2,"resTime",43.0
"nomad",3,"resTime",43.0
"nomad",4,"resTime",43.0
"nomad",5,"resTime",31
"nomad",6,"resTime",30
"swarm",1,"resTime",16
"swarm",2,"resTime",15
"swarm",3,"resTime",15
"swarm",4,"resTime",15
"swarm",5,"resTime",17
"swarm",6,"resTime",19
"k8s",1,"throughput",611.704452096698
"k8s",2,"throughput",592.2722810818129
"k8s",3,"throughput",628.0960585828128
"k8s",4,"throughput",606.0999688246909
"k8s",5,"throughput",593.4474045685021
"k8s",6,"throughput",607.2568890122857
"nomad",1,"throughput",179.31672632527332
"nomad",2,"throughput",220.64862588185744
"nomad",3,"throughput",232.0
"nomad",4,"throughput",214.5451520780769
"nomad",5,"throughput",393.94587536023056
"nomad",6,"throughput",386.9758492569002
"swarm",1,"throughput",828.8529404798561
"swarm",2,"throughput",857.0903747244673
"swarm",3,"throughput",847.2750163426387
"swarm",4,"throughput",835.4421313980138
"swarm",5,"throughput",743.5145643444451
"swarm",6,"throughput",687.1060847028333
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",78.95699
"nomad",2,"errorPct",76.048004
"nomad",3,"errorPct",76.796684
"nomad",4,"errorPct",77.88827
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
