"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",17
"k8s",2,"resTime",17
"k8s",3,"resTime",16
"k8s",4,"resTime",17
"k8s",5,"resTime",17
"k8s",6,"resTime",16
"nomad",1,"resTime",45
"nomad",2,"resTime",26
"nomad",3,"resTime",26.0
"nomad",4,"resTime",26.0
"nomad",5,"resTime",31.0
"nomad",6,"resTime",26.0
"swarm",1,"resTime",16.0
"swarm",2,"resTime",16
"swarm",3,"resTime",16
"swarm",4,"resTime",17
"swarm",5,"resTime",19
"swarm",6,"resTime",18
"k8s",1,"throughput",707.8133532897797
"k8s",2,"throughput",684.753257934489
"k8s",3,"throughput",718.2144689584402
"k8s",4,"throughput",730.3405960430754
"k8s",5,"throughput",713.1648665172203
"k8s",6,"throughput",721.918514698298
"nomad",1,"throughput",210.23516395565076
"nomad",2,"throughput",435.4995271043855
"nomad",3,"throughput",441.7054838754002
"nomad",4,"throughput",116.70638072544347
"nomad",5,"throughput",152.89451511477364
"nomad",6,"throughput",18.37396421280173
"swarm",1,"throughput",805.7494298942713
"swarm",2,"throughput",824.7118987580421
"swarm",3,"throughput",834.4858832506677
"swarm",4,"throughput",757.1725301830455
"swarm",5,"throughput",674.4853904864698
"swarm",6,"throughput",696.362478608668
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",74.47921
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",8.141163
"nomad",4,"errorPct",81.10587
"nomad",5,"errorPct",78.73982
"nomad",6,"errorPct",99.12559
"swarm",1,"errorPct",0.042863265
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
