"runNumber","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","StdDev","receivedKBytesPerSec","sentKBytesPerSec"
1,34995,1,0.002857551,26.55942277468211,3.0,2068.0,44.0,52.0,69.0,550.3310320967463,40.852086688533475,146.1800832298039,104.26193381520389
2,34995,0,0.0,27.03029004143442,4.0,260.0,47.0,60.0,97.0,546.6943698056615,19.81252641982909,145.21569197962882,103.5729567795882
3,34995,0,0.0,24.366595227889707,3.0,237.0,41.0,51.0,74.0,606.0264958005022,15.233238337945618,160.9757879470084,114.81361346220453
4,34995,0,0.0,24.434633519074005,3.0,1026.0,42.0,53.0,77.0,603.393278962705,15.662544142825983,160.2763397244685,114.31474230348121
5,34995,0,0.0,24.09327046720963,4.0,231.0,41.0,50.0,74.0,610.2430858298748,13.953758131148676,162.0958196735605,115.612459620113
6,34995,0,0.0,23.420145735105052,3.0,176.0,42.0,51.0,76.0,629.1122856218316,14.012746992574213,167.107950868299,119.18728848694856
