"runNumber","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","StdDev","receivedKBytesPerSec","sentKBytesPerSec"
1,34995,6359,18.171167,20.578596942420482,2.0,214.0,31.0,34.0,45.0,716.9490483702444,9.902598414906887,178.85968967036118,137.2285287896171
2,34995,6060,17.31676,19.04989284183461,3.0,221.0,30.0,34.0,42.0,771.5287270161823,8.290261511838995,192.84924069348298,147.67542040544117
3,34995,6058,17.311045,18.981311615945142,3.0,234.0,29.0,33.0,42.0,777.6321052397672,8.324836498116689,194.377341909804,148.84364514354917
4,34995,5895,16.845264,18.91435919417067,3.0,90.0,30.0,34.0,44.0,778.7569263635756,8.590508242899181,194.86395537085255,149.05894293677815
5,34995,6134,17.52822,18.866466638091264,2.0,230.0,30.0,34.0,44.0,780.7898259705489,8.549137843159505,195.0706035949353,149.44805262717537
6,34995,5995,17.13102,19.268152593227438,2.0,221.0,30.0,34.0,44.0,765.3697263959057,8.778229564343269,191.39027404151085,146.49654919296634
