"runNumber","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,35000,0,0.0,7.890657142857141,5.0,1450.0,13.0,16.0,28.0,125.08890246996972,28.584768728489177,23.698483475755985
2,35000,0,0.0,8.852800000000089,5.0,5240.0,14.0,18.0,28.0,111.59575553514946,25.50137382346189,21.142164622870116
3,35000,13346,38.131428,6.190628571428539,1.0,12912.0,10.0,13.0,21.0,159.05692874704042,32.43740169003667,30.13383220402914
4,35000,0,0.0,8.312199999999976,4.0,1041.0,13.0,16.0,24.0,118.74107321574574,27.134190559066898,22.49586738657683
5,35000,7658,21.88,6.888885714285678,1.0,442.0,10.0,13.950000000000728,21.0,143.05449967710555,30.672365568365745,27.102122009139137
6,35000,13856,39.58857,5.893685714285687,1.0,596.0,8.0,11.0,18.0,166.79931183369632,33.859371388497046,31.60065087474325
