"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",3.0
"k8s",2,"resTime",4.0
"k8s",3,"resTime",3.0
"k8s",4,"resTime",4.0
"k8s",5,"resTime",3.0
"k8s",6,"resTime",4.0
"nomad",1,"resTime",5.0
"nomad",2,"resTime",5.0
"nomad",3,"resTime",5.0
"nomad",4,"resTime",5.0
"nomad",5,"resTime",5.0
"nomad",6,"resTime",5.0
"swarm",1,"resTime",3.0
"swarm",2,"resTime",3.0
"swarm",3,"resTime",3.0
"swarm",4,"resTime",3.0
"swarm",5,"resTime",3.0
"swarm",6,"resTime",3.0
"k8s",1,"throughput",269.7183369937965
"k8s",2,"throughput",265.42699620060216
"k8s",3,"throughput",272.33115468409585
"k8s",4,"throughput",262.20567413078817
"k8s",5,"throughput",268.3637478914277
"k8s",6,"throughput",266.2974009373669
"nomad",1,"throughput",186.40123131327655
"nomad",2,"throughput",191.6401108227384
"nomad",3,"throughput",184.74824093282027
"nomad",4,"throughput",183.79457018326943
"nomad",5,"throughput",174.73178670740415
"nomad",6,"throughput",180.2274985968002
"swarm",1,"throughput",312.52511362520204
"swarm",2,"throughput",309.756442934013
"swarm",3,"throughput",313.78877532723686
"swarm",4,"throughput",317.63029648519387
"swarm",5,"throughput",318.7294533334547
"swarm",6,"throughput",307.41124598169586
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
