"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","StdDev","receivedKBytesPerSec","sentKBytesPerSec"
1,"warm",5820,0,0.0,14.751546391752587,2.0,96.0,22.0,26.0,34.789999999999964,1198.023878139152,6.430838659992153,366.1928455640181,229.30925792507207
1,"cold",5820,0,0.0,30.743127147766376,2.0,4275.0,26.0,30.0,41.0,619.7423064636354,229.52184544137526,189.4329510967948,118.62255084655521
1,"warm",5820,0,0.0,14.43092783505157,1.0,85.0,22.0,25.0,31.0,1230.443974630021,5.982463244361033,376.10250396405917,235.51466701902746
1,"cold",5820,0,0.0,31.47250859106525,2.0,4560.0,26.0,30.0,38.0,606.1868555358817,246.6476066437687,185.2895368971982,116.02795281741484
1,"warm",5820,0,0.0,13.984536082474234,2.0,86.0,21.0,24.0,33.0,1243.5897435897436,6.297305706348272,380.12069310897436,238.03084935897436
1,"cold",5820,0,0.0,32.768728522336886,2.0,4822.0,27.0,30.0,44.0,584.0441545408931,261.5073352525515,178.5213089563472,111.78970145509282
2,"warm",5820,0,0.0,14.768900343642656,1.0,93.0,23.0,26.0,34.789999999999964,1191.4022517911976,6.5303259802912885,364.1688523541454,228.0418372569089
2,"cold",5820,0,0.0,30.721134020618543,1.0,4278.0,26.0,31.0,42.789999999999964,619.6103481315873,230.20795846732508,189.39261617694027,118.59729319706163
2,"warm",5820,0,0.0,13.94295532646047,1.0,82.0,21.0,24.0,30.0,1260.5588044184535,5.818133045706913,385.30752517868746,241.2788336582196
2,"cold",5820,0,0.0,31.435567010309285,2.0,4355.0,27.0,31.0,45.789999999999964,608.1504702194356,235.37696136956384,185.889743338558,116.40380094043887
2,"warm",5820,0,0.0,14.4005154639175,1.0,72.0,22.0,25.0,33.0,1227.3302404048925,6.200291563772435,375.15074731126106,234.91867882749895
2,"cold",5820,0,0.0,31.379896907216544,1.0,4357.0,27.0,32.0,46.789999999999964,606.6923798603148,235.04869603584763,185.44405751589701,116.12471333263838
3,"warm",5820,0,0.0,14.022680412371153,2.0,108.0,21.0,24.0,30.0,1245.452600042799,5.873955409623709,380.69010138026965,238.387411726942
3,"cold",5820,0,0.0,31.1833333333333,1.0,4395.0,27.0,31.0,44.0,611.344537815126,237.02799059399547,186.8660550157563,117.01516544117648
3,"warm",5820,0,0.0,14.045876288659793,1.0,100.0,21.0,24.0,31.0,1242.2625400213446,6.052510539780294,379.7150146744931,237.77681430096052
3,"cold",5820,0,0.0,31.068213058419254,2.0,4361.0,27.0,31.0,43.0,609.9989518918353,234.7020956663129,186.45475775600042,116.75761188554658
3,"warm",5820,0,0.0,14.63316151202751,1.0,101.0,22.0,26.0,33.0,1209.7277073373518,6.438064004536839,369.77028554354604,231.54944398254003
3,"cold",5820,0,0.0,30.91443298969074,2.0,4358.0,26.0,30.0,38.0,618.2938489323276,236.28497412958927,188.99020968341654,118.34530702220333
4,"warm",5820,0,0.0,15.071477663230262,2.0,98.0,23.0,26.0,33.789999999999964,1178.1376518218622,6.371824597489163,360.11434084008096,225.50290991902833
4,"cold",5820,0,0.0,31.161683848797257,1.0,4241.0,28.0,33.0,50.789999999999964,611.5372491331302,229.87702311503276,186.9249599401072,117.0520515918882
4,"warm",5820,0,0.0,14.262027491408926,1.0,69.0,21.0,25.0,32.0,1223.97476340694,5.944918274185991,374.12509858044166,234.27641955835963
4,"cold",5820,0,0.0,31.593642611683908,1.0,4437.0,27.0,32.0,44.789999999999964,604.9896049896049,240.8615914423304,184.92358043139293,115.7987915800416
4,"warm",5820,0,0.0,13.569931271477618,1.0,92.0,21.0,23.0,31.0,1275.4766600920445,5.863172304990241,389.867377547666,244.13420447074296
4,"cold",5820,0,0.0,42.90515463917514,2.0,9332.0,20.0,24.0,43.0,450.53413841151877,525.5124327776107,137.71209504180214,86.23504993032978
5,"warm",5820,0,0.0,9.681786941580755,1.0,91.0,15.0,18.0,24.0,1738.3512544802868,4.940836936863457,531.3515064964158,332.7312948028674
