"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","StdDev","receivedKBytesPerSec","sentKBytesPerSec"
5,"cold",5820,25,0.42955327,74.24003436426119,3.0,13277.0,27.0,32.0,55.57999999999993,255.67807406756577,766.2748769790051,77.99951367075955,48.93838136449501
5,"warm",5820,0,0.0,11.26323024054983,2.0,94.0,18.0,21.0,28.0,1527.55905511811,5.6837477994893755,466.919906496063,292.3843503937008
5,"cold",5820,0,0.0,32.3776632302406,2.0,4667.0,27.0,31.0,50.0,590.5631659056316,252.21447060258146,180.51393645357686,113.0374809741248
5,"warm",5820,0,0.0,14.388316151202776,1.0,92.0,22.0,26.0,33.0,1217.573221757322,6.351999352343656,372.1683773535565,233.05112447698744
5,"cold",5820,24,0.41237113,60.19570446735397,2.0,8245.0,28.0,33.0,47.0,323.72900211369455,527.0087850412685,98.76328881132494,61.963754310824335
6,"warm",5820,0,0.0,15.901890034364293,1.0,98.0,25.0,28.0,37.0,1117.0825335892514,6.978239065258708,341.4519853646833,213.81657869481765
6,"cold",5820,0,0.0,31.35893470790377,2.0,4418.0,27.0,31.0,43.0,609.360276410847,237.1184829911173,186.25953761386242,116.63536540676368
6,"warm",5820,0,0.0,15.036597938144325,2.0,98.0,23.0,28.0,42.0,1171.497584541063,7.518153599921659,358.0847108997585,224.2319595410628
6,"cold",5820,0,0.0,31.052405498281853,2.0,4485.0,26.0,29.0,39.0,614.5723336853221,241.23792947562663,187.85267621436114,117.63298574445616
6,"warm",5820,0,0.0,31.098281786941627,2.0,4247.0,27.0,31.0,43.0,613.9240506329114,228.31763336467142,187.6545193829114,117.5089003164557
6,"cold",5820,0,0.0,62.853436426116765,1.0,9408.0,27.0,30.0,42.0,310.5987832212616,585.4913159991144,94.93888588696767,59.45054835094461
