"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,"warm",5830,0,0.0,4.951114922813018,1.0,70.0,7.0,9.0,14.0,919.2683695994954,280.98730437953327,175.95371136865344
1,"cold",5830,0,0.0,9.233447684391097,1.0,4933.0,8.0,11.0,17.0,518.7294243260077,158.5569431777738,99.2880538748999
1,"warm",5830,0,0.0,4.445969125214402,1.0,68.0,6.0,8.0,12.0,1011.8014578271433,309.2713440428671,193.66512278722666
1,"cold",5830,0,0.0,8.53276157804461,1.0,4163.0,8.0,10.0,15.0,559.9308490203612,171.1507380306377,107.1742640703035
1,"warm",5830,0,0.0,4.570154373927961,1.0,75.0,7.0,8.0,14.0,985.1301115241636,301.1188719795539,188.56006040892194
1,"cold",5830,0,0.0,8.571698113207502,1.0,4217.0,8.0,10.0,16.0,558.0015313935681,170.56101496697931,106.80498061830015
2,"warm",5830,0,0.0,4.397084048027438,1.0,63.0,6.0,8.0,13.0,1016.5649520488229,310.72737303836095,194.576885353095
2,"cold",5830,0,0.0,8.49279588336191,1.0,4175.0,8.0,10.0,15.0,562.3613388637021,171.8936514300183,107.63947501688048
2,"warm",5830,0,0.0,4.601543739279584,1.0,68.0,7.0,9.0,14.0,977.0403888050947,298.6461344687448,187.01163691972516
2,"cold",5830,0,0.0,8.409262435677535,1.0,4129.0,8.0,10.0,15.0,566.7347137163409,173.23043495431125,108.47656629726839
2,"warm",5830,0,0.0,4.518867924528291,1.0,77.0,7.0,8.0,12.6899999999996,994.2019099590723,303.89179474334924,190.29645932810368
2,"cold",5830,16,0.27444252,16.024871355060082,1.0,8042.0,9.0,12.0,20.0,304.4227455485353,92.94298845360555,58.26841614014934
3,"warm",5830,0,0.0,4.580789022298446,1.0,63.0,7.0,8.0,13.0,983.468286099865,300.61091166919704,188.2419766363023
3,"cold",5830,0,0.0,8.42881646655234,1.0,4215.0,8.0,10.0,14.0,567.2309787896478,173.38212535269506,108.57155453395602
3,"warm",5830,0,0.0,4.485591766723827,1.0,68.0,6.0,8.0,13.0,999.4856848962797,305.5068548559918,191.30780687467853
3,"cold",5830,8,0.13722126,16.068267581475126,1.0,8142.0,9.0,11.0,16.0,303.83573066499895,92.8126262182093,58.15605782259746
3,"warm",5830,0,0.0,4.665694682675824,1.0,67.0,7.0,8.0,12.0,968.5994351221133,296.06603827463033,185.395985628842
3,"cold",5830,0,0.0,8.69022298456256,1.0,4433.0,8.0,10.0,14.0,550.467377962421,168.25809502171657,105.36289656311963
4,"warm",5830,0,0.0,4.580617495711833,1.0,74.0,7.0,9.0,14.0,978.5162806310842,299.09726156008725,187.29413183954347
4,"cold",5830,0,0.0,8.47169811320759,1.0,4195.0,8.0,10.0,15.0,564.6489104116223,172.59287984261502,108.07733050847459
4,"warm",5830,0,0.0,4.5946826758147505,1.0,85.0,7.0,8.0,12.0,982.4738793394001,300.30695725901586,188.05164096730704
4,"cold",5830,4,0.06861063,17.11475128644936,1.0,13369.0,8.0,10.0,15.0,285.630297388663,87.27916702390867,54.67142410954877
4,"warm",5830,0,0.0,4.545111492281305,1.0,71.0,7.0,9.0,13.0,989.8132427843803,302.5503369057725,189.4564410016978
4,"cold",5830,0,0.0,8.970497427101215,1.0,4613.0,8.0,10.0,15.0,533.4431329490346,163.05439512992953,102.10434966602617
5,"warm",5830,0,0.0,4.860205831903938,1.0,88.0,7.0,9.0,14.6899999999996,941.2334517274782,287.7012406159186,180.15796536971263
5,"cold",5830,0,0.0,8.727101200686091,1.0,4226.0,8.0,10.0,15.0,549.1193369124989,167.84604731798058,105.10487308090796
5,"warm",5830,0,0.0,4.6528301886792445,1.0,69.0,7.0,8.0,13.0,971.3428857047651,296.9046125249917,185.9210992169277
5,"cold",5830,0,0.0,12.51337907375641,1.0,4292.0,8.0,10.0,15.0,387.0154009559214,118.29669970625332,74.07716658921933
5,"warm",5830,0,0.0,5.113550600343066,1.0,74.0,7.0,10.0,14.0,890.7563025210085,272.2721901260504,170.49632352941177
5,"cold",5830,0,0.0,12.335506003430538,2.0,4250.0,8.0,10.0,14.0,392.9365774752309,120.10659057592505,75.2105167823684
6,"warm",5830,0,0.0,4.981475128644939,1.0,70.0,7.0,9.0,13.0,912.6487163431434,278.96391427285533,174.6866683625548
6,"cold",5830,12,0.2058319,16.660891938250387,2.0,8500.0,9.0,12.0,21.0,293.0679133363495,89.49687468581912,56.09503028703564
6,"warm",5830,0,0.0,4.830017152658668,1.0,70.0,7.0,9.0,13.0,937.148368429513,286.45257745941166,179.37605489471147
6,"cold",5830,0,0.0,8.665694682675815,1.0,4206.0,8.0,10.0,14.0,553.0259912730032,169.04017116059572,105.85263114209828
6,"warm",5830,0,0.0,4.879588336192098,1.0,77.0,7.0,9.0,14.0,928.9356277884002,283.94223779079033,177.8040850063735
6,"cold",5830,0,0.0,8.441852487135522,1.0,4201.0,8.0,10.0,15.0,564.2117487660893,172.4592552380722,107.99365503725926
