"runNumber","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,35000,0,0.0,25.00834285714289,5.0,1065.0,38.0,44.0,60.0,39.79497628219414,33.244416729296375,8.134506202615553
2,35000,0,0.0,25.432885714285845,5.0,1032.0,38.0,43.0,57.0,39.140387624033096,33.115372556731195,8.000561699509179
3,35000,0,0.0,26.98294285714281,11.0,1050.0,41.0,47.0,65.0,36.878789954217616,34.29537618176766,7.538306608284031
4,35000,0,0.0,27.197428571428716,11.0,1023.0,42.0,49.0,69.0,36.5744954548352,34.04925921625036,7.4762636422868045
5,35000,0,0.0,26.769914285714364,11.0,1039.0,41.0,47.0,65.0,37.17160217039675,34.61394287547832,7.598269602178894
6,35000,0,0.0,27.747057142857123,12.0,465.0,39.0,45.0,61.0,35.8729319254745,33.40542471437459,7.332862685270881
