"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",14
"k8s",2,"resTime",14
"k8s",3,"resTime",15
"k8s",4,"resTime",15
"k8s",5,"resTime",14
"k8s",6,"resTime",15
"nomad",1,"resTime",27
"nomad",2,"resTime",27
"nomad",3,"resTime",28
"nomad",4,"resTime",24
"nomad",5,"resTime",23
"nomad",6,"resTime",23
"swarm",1,"resTime",12
"swarm",2,"resTime",12
"swarm",3,"resTime",12
"swarm",4,"resTime",12
"swarm",5,"resTime",12
"swarm",6,"resTime",13
"k8s",1,"throughput",820.7275029902202
"k8s",2,"throughput",833.2539644744988
"k8s",3,"throughput",808.3853083853083
"k8s",4,"throughput",806.1692275795342
"k8s",5,"throughput",808.7776468141163
"k8s",6,"throughput",766.6104405353896
"nomad",1,"throughput",497.8022446976486
"nomad",2,"throughput",493.49898465703967
"nomad",3,"throughput",440.9816224480046
"nomad",4,"throughput",530.1228545892475
"nomad",5,"throughput",539.8047170247884
"nomad",6,"throughput",552.5729895311932
"swarm",1,"throughput",1121.0238011339975
"swarm",2,"throughput",1128.28862522569
"swarm",3,"throughput",1136.7179886961605
"swarm",4,"throughput",1121.8143933322647
"swarm",5,"throughput",1051.532451923077
"swarm",6,"throughput",1001.8608645863155
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",20.871553
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
