"startTime","framework","runNumber","caseNumber","factor","factorValue"
"warm_2","k8s","6","replica20","throughput",1115.79754601227
"cold_2","k8s","6","replica20","throughput",756.7286438694579
"warm_0","swarm","1","replica20","throughput",1045.6342076895437
"cold_0","swarm","1","replica20","throughput",430.73384284336277
"warm_1","swarm","1","replica20","throughput",883.8268792710707
"cold_1","swarm","1","replica20","throughput",979.7979797979799
"warm_2","swarm","1","replica20","throughput",1013.5841170323929
"cold_2","swarm","1","replica20","throughput",864.3992276845389
"warm_0","swarm","2","replica20","throughput",1086.4289714392382
"cold_0","swarm","2","replica20","throughput",1191.8902314151137
"warm_1","swarm","2","replica20","throughput",1212.7526568035007
"cold_1","swarm","2","replica20","throughput",1136.9408087517093
"warm_2","swarm","2","replica20","throughput",1241.9974391805379
"cold_2","swarm","2","replica20","throughput",892.3643054277828
"warm_0","swarm","3","replica20","throughput",982.6101637683606
"cold_0","swarm","3","replica20","throughput",934.7895920334083
"warm_1","swarm","3","replica20","throughput",1117.296985985794
"cold_1","swarm","3","replica20","throughput",1355.3795994410807
"warm_2","swarm","3","replica20","throughput",1343.8005079658276
"cold_2","swarm","3","replica20","throughput",1060.688901038819
"warm_0","swarm","4","replica20","throughput",1211.238293444329
"cold_0","swarm","4","replica20","throughput",890.0443492888821
"warm_1","swarm","4","replica20","throughput",1014.4674917204113
"cold_1","swarm","4","replica20","throughput",1032.8305235137534
"warm_2","swarm","4","replica20","throughput",966.616841056303
"cold_2","swarm","4","replica20","throughput",796.3875205254516
"warm_0","swarm","5","replica20","throughput",1016.9491525423729
"cold_0","swarm","5","replica20","throughput",1057.7971646673936
"warm_1","swarm","5","replica20","throughput",1154.7619047619048
"cold_1","swarm","5","replica20","throughput",166.38920780711823
"warm_2","swarm","5","replica20","throughput",1031.9148936170213
"cold_2","swarm","5","replica20","throughput",1099.9810999811
"warm_0","swarm","6","replica20","throughput",1056.0696788241698
"cold_0","swarm","6","replica20","throughput",1049.215792320173
"warm_1","swarm","6","replica20","throughput",1132.9569787813898
"cold_1","swarm","6","replica20","throughput",1163.0695443645086
"warm_2","swarm","6","replica20","throughput",1220.8936438011326
"cold_2","swarm","6","replica20","throughput",930.4556354916067
"warm_0","k8s","1","replica20","errorPct",0.0
"cold_0","k8s","1","replica20","errorPct",0.0
"warm_1","k8s","1","replica20","errorPct",0.0
"cold_1","k8s","1","replica20","errorPct",0.0
"warm_2","k8s","1","replica20","errorPct",0.0
"cold_2","k8s","1","replica20","errorPct",0.10309278
"warm_0","k8s","2","replica20","errorPct",0.0
"cold_0","k8s","2","replica20","errorPct",0.01718213
"warm_1","k8s","2","replica20","errorPct",0.0
"cold_1","k8s","2","replica20","errorPct",0.0
"warm_2","k8s","2","replica20","errorPct",0.0
"cold_2","k8s","2","replica20","errorPct",0.0
"warm_0","k8s","3","replica20","errorPct",0.0
"cold_0","k8s","3","replica20","errorPct",0.0
"warm_1","k8s","3","replica20","errorPct",0.0
"cold_1","k8s","3","replica20","errorPct",0.0
"warm_2","k8s","3","replica20","errorPct",0.0
"cold_2","k8s","3","replica20","errorPct",0.0
"warm_0","k8s","4","replica20","errorPct",0.0
"cold_0","k8s","4","replica20","errorPct",0.0
"warm_1","k8s","4","replica20","errorPct",0.0
"cold_1","k8s","4","replica20","errorPct",0.0
"warm_2","k8s","4","replica20","errorPct",0.0
"cold_2","k8s","4","replica20","errorPct",0.0
"warm_0","k8s","5","replica20","errorPct",0.0
"cold_0","k8s","5","replica20","errorPct",0.0
"warm_1","k8s","5","replica20","errorPct",0.0
"cold_1","k8s","5","replica20","errorPct",0.0
"warm_2","k8s","5","replica20","errorPct",0.0
"cold_2","k8s","5","replica20","errorPct",0.0
"warm_0","k8s","6","replica20","errorPct",0.0
"cold_0","k8s","6","replica20","errorPct",0.0
"warm_1","k8s","6","replica20","errorPct",0.0
"cold_1","k8s","6","replica20","errorPct",0.0
"warm_2","k8s","6","replica20","errorPct",0.0
"cold_2","k8s","6","replica20","errorPct",0.0
"warm_0","swarm","1","replica20","errorPct",0.0
"cold_0","swarm","1","replica20","errorPct",0.25773194
"warm_1","swarm","1","replica20","errorPct",0.0
"cold_1","swarm","1","replica20","errorPct",0.0
"warm_2","swarm","1","replica20","errorPct",0.0
"cold_2","swarm","1","replica20","errorPct",0.0
"warm_0","swarm","2","replica20","errorPct",0.0
"cold_0","swarm","2","replica20","errorPct",0.0
"warm_1","swarm","2","replica20","errorPct",0.0
"cold_1","swarm","2","replica20","errorPct",0.0
"warm_2","swarm","2","replica20","errorPct",0.0
"cold_2","swarm","2","replica20","errorPct",0.0
"warm_0","swarm","3","replica20","errorPct",0.0
"cold_0","swarm","3","replica20","errorPct",0.0
"warm_1","swarm","3","replica20","errorPct",0.0
"cold_1","swarm","3","replica20","errorPct",0.0
"warm_2","swarm","3","replica20","errorPct",0.0
"cold_2","swarm","3","replica20","errorPct",0.0
"warm_0","swarm","4","replica20","errorPct",0.0
"cold_0","swarm","4","replica20","errorPct",0.0
"warm_1","swarm","4","replica20","errorPct",0.0
"cold_1","swarm","4","replica20","errorPct",0.0
"warm_2","swarm","4","replica20","errorPct",0.0
"cold_2","swarm","4","replica20","errorPct",0.0
"warm_0","swarm","5","replica20","errorPct",0.0
"cold_0","swarm","5","replica20","errorPct",0.0
"warm_1","swarm","5","replica20","errorPct",0.0
"cold_1","swarm","5","replica20","errorPct",0.39518902
"warm_2","swarm","5","replica20","errorPct",0.0
"cold_2","swarm","5","replica20","errorPct",0.0
"warm_0","swarm","6","replica20","errorPct",0.0
"cold_0","swarm","6","replica20","errorPct",0.0
"warm_1","swarm","6","replica20","errorPct",0.0
"cold_1","swarm","6","replica20","errorPct",0.0
"warm_2","swarm","6","replica20","errorPct",0.0
"cold_2","swarm","6","replica20","errorPct",0.0
