"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",12.0
"k8s",2,"resTime",12.0
"k8s",3,"resTime",12.0
"k8s",4,"resTime",12.0
"k8s",5,"resTime",12.0
"k8s",6,"resTime",12.0
"nomad",1,"resTime",18.0
"nomad",2,"resTime",17.0
"nomad",3,"resTime",16.0
"nomad",4,"resTime",21.0
"nomad",5,"resTime",21.0
"nomad",6,"resTime",17
"swarm",1,"resTime",6.0
"swarm",2,"resTime",6.0
"swarm",3,"resTime",6.0
"swarm",4,"resTime",6.0
"swarm",5,"resTime",6.0
"swarm",6,"resTime",6.0
"k8s",1,"throughput",718.9811010682005
"k8s",2,"throughput",748.8713439031175
"k8s",3,"throughput",758.8075880758807
"k8s",4,"throughput",741.2113511224057
"k8s",5,"throughput",722.8865894210711
"k8s",6,"throughput",711.3387395077535
"nomad",1,"throughput",542.3833875716721
"nomad",2,"throughput",551.3287021722351
"nomad",3,"throughput",497.6863579558888
"nomad",4,"throughput",396.65332193783456
"nomad",5,"throughput",407.61461676629074
"nomad",6,"throughput",536.5812229771464
"swarm",1,"throughput",1544.912822776429
"swarm",2,"throughput",1536.7053038285915
"swarm",3,"throughput",1529.5197308045274
"swarm",4,"throughput",1527.3171583173328
"swarm",5,"throughput",1513.1209199775194
"swarm",6,"throughput",1546.6878783861416
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",15.8
"nomad",4,"errorPct",24.417143
"nomad",5,"errorPct",20.897142
"nomad",6,"errorPct",0.7171429
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
