"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",7.0
"k8s",2,"resTime",6.0
"k8s",3,"resTime",7.0
"k8s",4,"resTime",7.0
"k8s",5,"resTime",6.0
"k8s",6,"resTime",6.0
"nomad",1,"resTime",9
"nomad",2,"resTime",9
"nomad",3,"resTime",11.0
"nomad",4,"resTime",9
"nomad",5,"resTime",11.0
"nomad",6,"resTime",11
"swarm",1,"resTime",5.0
"swarm",2,"resTime",3.0
"swarm",3,"resTime",3.0
"swarm",4,"resTime",3.0
"swarm",5,"resTime",3.0
"swarm",6,"resTime",3.0
"k8s",1,"throughput",664.3635397289396
"k8s",2,"throughput",691.5902624091053
"k8s",3,"throughput",674.373795761079
"k8s",4,"throughput",693.83871223535
"k8s",5,"throughput",706.6139061616733
"k8s",6,"throughput",723.6787693325615
"nomad",1,"throughput",471.24351980941805
"nomad",2,"throughput",463.776801171927
"nomad",3,"throughput",396.62637248450005
"nomad",4,"throughput",486.0294631013056
"nomad",5,"throughput",381.4868597757373
"nomad",6,"throughput",394.67511671440496
"swarm",1,"throughput",793.2089670648503
"swarm",2,"throughput",1265.4566490707932
"swarm",3,"throughput",1337.0516101921535
"swarm",4,"throughput",1377.4104683195592
"swarm",5,"throughput",1307.5313807531381
"swarm",6,"throughput",1322.351518815173
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.5285714
"nomad",2,"errorPct",0.5
"nomad",3,"errorPct",34.565716
"nomad",4,"errorPct",0.55142856
"nomad",5,"errorPct",0.17142858
"nomad",6,"errorPct",0.0028571428
"swarm",1,"errorPct",0.017142856
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
