"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",21.0
"k8s",2,"resTime",22.0
"k8s",3,"resTime",21.0
"k8s",4,"resTime",21.0
"k8s",5,"resTime",20.0
"k8s",6,"resTime",22.0
"nomad",1,"resTime",28
"nomad",2,"resTime",26
"nomad",3,"resTime",28
"nomad",4,"resTime",29
"nomad",5,"resTime",29.0
"nomad",6,"resTime",26.0
"swarm",1,"resTime",17.0
"swarm",2,"resTime",16.0
"swarm",3,"resTime",16.0
"swarm",4,"resTime",16.0
"swarm",5,"resTime",16.0
"swarm",6,"resTime",16.0
"k8s",1,"throughput",424.1447424229571
"k8s",2,"throughput",413.70180373986426
"k8s",3,"throughput",425.1700680272109
"k8s",4,"throughput",450.8508199044196
"k8s",5,"throughput",457.2413973297102
"k8s",6,"throughput",389.3344605492953
"nomad",1,"throughput",201.26203103516008
"nomad",2,"throughput",283.2149520473962
"nomad",3,"throughput",213.63117214268638
"nomad",4,"throughput",207.33926146118955
"nomad",5,"throughput",196.95595696183915
"nomad",6,"throughput",300.5454203498213
"swarm",1,"throughput",526.8148772521337
"swarm",2,"throughput",547.6365570871993
"swarm",3,"throughput",550.4010064475547
"swarm",4,"throughput",543.9512619669279
"swarm",5,"throughput",542.8208070969944
"swarm",6,"throughput",535.0863782296285
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",76.58
"nomad",2,"errorPct",50.557144
"nomad",3,"errorPct",77.02
"nomad",4,"errorPct",76.88286
"nomad",5,"errorPct",77.04
"nomad",6,"errorPct",58.908573
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
