"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",113.0
"k8s",2,"resTime",122.0
"k8s",3,"resTime",118.0
"k8s",4,"resTime",115.0
"k8s",5,"resTime",113.0
"k8s",6,"resTime",114.0
"nomad",1,"resTime",152.0
"nomad",2,"resTime",155
"nomad",3,"resTime",143.0
"nomad",4,"resTime",136.0
"nomad",5,"resTime",150.0
"nomad",6,"resTime",152.0
"swarm",1,"resTime",68.0
"swarm",2,"resTime",68.0
"swarm",3,"resTime",106.0
"swarm",4,"resTime",109.0
"swarm",5,"resTime",108.0
"swarm",6,"resTime",107.0
"k8s",1,"throughput",399.57987030779066
"k8s",2,"throughput",362.87103563393566
"k8s",3,"throughput",374.82864976010967
"k8s",4,"throughput",383.0620888922939
"k8s",5,"throughput",383.9192672626556
"k8s",6,"throughput",374.2875169766124
"nomad",1,"throughput",209.80748274609516
"nomad",2,"throughput",201.90392425692633
"nomad",3,"throughput",296.86552072800805
"nomad",4,"throughput",307.3542108154776
"nomad",5,"throughput",126.84778266080703
"nomad",6,"throughput",126.48814600034112
"swarm",1,"throughput",570.7204122232006
"swarm",2,"throughput",575.3929111593345
"swarm",3,"throughput",241.2972650323736
"swarm",4,"throughput",413.8632359375185
"swarm",5,"throughput",415.34152940618026
"swarm",6,"throughput",419.8203169043649
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",75.24571
"nomad",2,"errorPct",77.7
"nomad",3,"errorPct",53.862858
"nomad",4,"errorPct",66.43429
"nomad",5,"errorPct",78.22857
"nomad",6,"errorPct",78.81143
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",16.84
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
