"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","StdDev","receivedKBytesPerSec","sentKBytesPerSec"
1,"warm",5820,0,0.0,15.202233676975903,2.0,114.0,29.0,36.0,55.0,881.4175374829623,10.920567859092559,288.3543701726488,168.70882553384826
1,"cold",5820,0,0.0,13.98608247422676,2.0,109.0,26.0,34.0,54.0,946.6493168510085,10.727881906241432,309.69484486824985,181.19459580351335
1,"warm",5820,0,0.0,13.862199312714786,2.0,107.0,27.0,34.0,50.0,971.1329884865677,10.42790850528539,317.70463978808607,185.88092357750708
1,"cold",5820,0,0.0,14.259106529209639,2.0,121.0,28.0,34.94999999999982,51.0,945.265551404905,10.503407963819841,309.2421481646906,180.9297344485951
1,"warm",5820,0,0.0,14.474054982817888,2.0,379.0,27.0,33.94999999999982,52.0,945.1120493666775,14.484942388197991,309.1919302127314,180.9003531990906
1,"cold",5820,96,1.6494845,45.31890034364271,2.0,9200.0,38.0,50.0,94.78999999999996,320.23770221195116,430.8412856952345,104.03663028227137,61.295497689006275
2,"warm",5820,0,0.0,14.972680412371126,2.0,189.0,29.0,36.0,59.0,899.9536106386269,11.708543494045058,294.41841754291016,172.2567457862997
2,"cold",5820,0,0.0,31.487285223367724,2.0,9671.0,21.0,26.0,46.0,425.3764069580471,400.4963684405415,139.16122688568922,81.4197028943137
2,"warm",5820,0,0.0,14.588659793814443,2.0,113.0,28.0,34.0,55.0,904.7100886056272,10.952421369842682,295.9744918778175,173.16716539717083
2,"cold",5820,0,0.0,14.678178694158083,2.0,218.0,28.0,34.0,54.0,907.2486360093532,11.285635384154775,296.80497369446607,173.65305923616523
2,"warm",5820,0,0.0,14.1441580756014,2.0,126.0,27.0,34.0,53.0,953.0047486490912,10.780983329097927,311.77401445063043,182.4110651711151
2,"cold",5820,0,0.0,14.621305841924423,2.0,92.0,28.0,36.0,55.0,924.9841068022886,10.802443808941312,302.60710525270184,177.04773919262556
3,"warm",5820,0,0.0,14.372852233676946,2.0,101.0,28.0,35.0,52.0,928.5258455647735,10.621767611002808,303.76577955488193,177.72565012763243
3,"cold",5820,0,0.0,31.2869415807562,2.0,9088.0,21.0,27.0,47.0,428.03559608737226,404.798252417499,140.03117645436492,81.92868831359858
3,"warm",5820,0,0.0,14.861683848797233,2.0,819.0,27.0,35.0,55.789999999999964,887.0598994055783,17.973236559617106,290.20026005944214,169.78880887059898
3,"cold",5820,0,0.0,14.066323024055025,2.0,208.0,27.0,32.0,48.0,953.6293626085532,10.076527927490854,311.9783559315091,182.53062018679339
3,"warm",5820,0,0.0,14.10790378006873,2.0,1007.0,26.0,33.0,53.0,938.2556827341609,16.76764286135612,306.9488805819764,179.58800177333546
3,"cold",5820,0,0.0,14.39725085910655,2.0,148.0,28.0,35.0,59.0,940.530058177117,11.193125360609994,307.6929389544279,180.0233314479638
4,"warm",5820,0,0.0,15.024742268041232,2.0,105.0,29.0,36.0,53.0,897.7325312355391,10.946341003115503,293.69179488662655,171.83161730680243
4,"cold",5820,0,0.0,30.851030927835158,2.0,8735.0,22.0,28.0,53.0,421.98375870069606,388.47357633769525,138.05132730930976,80.77032881380511
4,"warm",5820,0,0.0,14.863058419243973,2.0,111.0,28.0,36.0,54.0,891.8173460006129,10.983825205597908,291.7566512794974,170.69941388292983
4,"cold",5820,0,0.0,32.78780068728531,2.0,8893.0,24.0,30.0,50.789999999999964,413.29356625479335,402.7005766246068,135.20834442905837,79.10697166595654
4,"warm",5820,0,0.0,14.359621993127108,2.0,121.0,26.0,32.0,51.0,935.6913183279743,9.873806885431254,306.10995277331193,179.09716639871382
4,"cold",5820,0,0.0,13.730927835051528,2.0,99.0,25.0,31.0,49.0,976.6739385802987,9.304390611531145,319.5173529535157,186.94149605638532
5,"warm",5820,0,0.0,16.412886597938225,3.0,1025.0,30.0,37.0,62.0,829.5324971493728,22.823443601904454,271.3802602978905,158.77770453249715
5,"cold",5820,0,0.0,30.926632302405448,2.0,8886.0,21.0,27.0,42.789999999999964,426.99926632428463,399.383746304866,139.6921427916361,81.7303283198826
5,"warm",5820,0,0.0,14.692611683848828,2.0,123.0,28.0,35.0,56.0,928.6740067017712,11.014192614939933,303.81425023934895,177.75400909526087
5,"cold",5820,0,0.0,34.40360824742266,2.0,8907.0,23.0,29.0,55.789999999999964,383.60137094648036,404.0579093517163,125.49458912799894,73.42369990772475
5,"warm",5820,0,0.0,14.058419243986295,2.0,173.0,26.0,33.0,49.0,950.204081632653,10.07608226594281,310.8577806122449,181.875
5,"cold",5820,0,0.0,15.068213058419252,2.0,1010.0,29.0,36.0,57.789999999999964,869.9551569506726,22.36627373893741,284.6044702914798,166.51485426008966
6,"warm",5820,0,0.0,16.02525773195881,3.0,126.0,31.0,40.0,62.789999999999964,850.1314636283961,12.543454539358736,278.11917999561786,162.72047546012269
6,"cold",5820,0,0.0,32.12439862542964,2.0,8996.0,22.0,28.0,45.789999999999964,423.36509783952863,404.6944223946494,138.5032302502364,81.03472575834728
6,"warm",5820,0,0.0,13.42577319587629,2.0,99.0,24.0,29.0,44.789999999999964,987.7800407331976,8.670228981974219,323.15069691955193,189.0672734215886
6,"cold",5820,0,0.0,33.068041237113455,3.0,9078.0,25.0,32.0,53.0,414.67759173494835,403.65891439547687,135.66112620235126,79.37188279301746
6,"warm",5820,0,0.0,15.332817869415813,3.0,445.0,28.0,35.0,52.789999999999964,883.2903323721354,12.353505428488843,288.9670520943997,169.06729018060403
6,"cold",5820,0,0.0,14.274054982817916,3.0,406.0,27.0,34.0,56.0,930.6044131755676,12.04726529907033,304.4457797009914,178.123500959386
