"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",244
"k8s",2,"resTime",229
"k8s",3,"resTime",231
"k8s",4,"resTime",223
"k8s",5,"resTime",227
"k8s",6,"resTime",226
"nomad",1,"resTime",231.0
"nomad",2,"resTime",243.0
"nomad",3,"resTime",230.0
"nomad",4,"resTime",237.0
"nomad",5,"resTime",217.0
"nomad",6,"resTime",247
"swarm",1,"resTime",117
"swarm",2,"resTime",114
"swarm",3,"resTime",115
"swarm",4,"resTime",111.0
"swarm",5,"resTime",111
"swarm",6,"resTime",176
"k8s",1,"throughput",56.38652523979782
"k8s",2,"throughput",59.72780709599459
"k8s",3,"throughput",59.50599566054291
"k8s",4,"throughput",61.23884637527977
"k8s",5,"throughput",60.19868404076893
"k8s",6,"throughput",60.51503927122566
"nomad",1,"throughput",52.787433396278615
"nomad",2,"throughput",49.05536849981294
"nomad",3,"throughput",44.796441377540475
"nomad",4,"throughput",53.88198794651235
"nomad",5,"throughput",48.256061696227114
"nomad",6,"throughput",59.75034446726664
"swarm",1,"throughput",112.80376753946278
"swarm",2,"throughput",114.90120367999056
"swarm",3,"throughput",113.60906405220271
"swarm",4,"throughput",104.60705742880151
"swarm",5,"throughput",111.98005830194776
"swarm",6,"throughput",77.99475800340551
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",37.2939
"nomad",2,"errorPct",52.038864
"nomad",3,"errorPct",64.086296
"nomad",4,"errorPct",35.185028
"nomad",5,"errorPct",60.520073
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.1514502
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
