"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",145
"k8s",2,"resTime",145
"k8s",3,"resTime",143
"k8s",4,"resTime",146
"k8s",5,"resTime",142
"k8s",6,"resTime",143
"nomad",1,"resTime",249
"nomad",2,"resTime",212
"nomad",3,"resTime",205
"nomad",4,"resTime",214
"nomad",5,"resTime",213
"nomad",6,"resTime",181
"swarm",1,"resTime",135
"swarm",2,"resTime",146
"swarm",3,"resTime",148
"swarm",4,"resTime",148
"swarm",5,"resTime",144
"swarm",6,"resTime",147
"k8s",1,"throughput",93.65741645233896
"k8s",2,"throughput",93.3934695293631
"k8s",3,"throughput",94.68805298959366
"k8s",4,"throughput",93.94479552007216
"k8s",5,"throughput",95.31526623995643
"k8s",6,"throughput",95.14449075471235
"nomad",1,"throughput",53.54815751636187
"nomad",2,"throughput",69.15023949161385
"nomad",3,"throughput",69.4459603466444
"nomad",4,"throughput",67.67497447322008
"nomad",5,"throughput",68.53151235408046
"nomad",6,"throughput",75.96181396681514
"swarm",1,"throughput",97.9338600129291
"swarm",2,"throughput",92.64676682771858
"swarm",3,"throughput",91.3190176844973
"swarm",4,"throughput",91.42446607014566
"swarm",5,"throughput",93.24142855620332
"swarm",6,"throughput",92.5397052057055
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",36.35948
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
