"runNumber","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,34995,0,0.0,11.141563080440024,1.0,702.0,17.0,21.0,34.0,1309.840176666542,411.8833368033462,250.7115963150803
2,34995,0,0.0,9.566852407486932,1.0,108.0,15.0,18.0,28.0,1518.2871274241834,477.43013186580765,290.6096454835351
3,34995,0,0.0,9.409944277753974,1.0,125.0,14.0,17.0,26.0,1547.6980230861086,486.67847991574894,296.23907473132545
4,34995,0,0.0,9.132933276182317,1.0,100.0,14.0,17.0,29.0,1594.3778759852385,501.35710553442067,305.1738903252995
5,34995,0,0.0,9.858579797113853,1.0,1308.0,14.0,17.0,27.0,1476.7068950966327,464.3550978721833,282.65092913958983
6,34995,0,0.0,9.209315616516644,1.0,101.0,15.0,18.0,27.0,1578.1996933345358,496.2698254430865,302.0772850523135
