"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",14
"k8s",2,"resTime",12
"k8s",3,"resTime",12
"k8s",4,"resTime",12
"k8s",5,"resTime",12
"k8s",6,"resTime",12
"nomad",1,"resTime",24.0
"nomad",2,"resTime",22
"nomad",3,"resTime",21
"nomad",4,"resTime",21
"nomad",5,"resTime",21
"nomad",6,"resTime",20
"swarm",1,"resTime",11
"swarm",2,"resTime",10
"swarm",3,"resTime",9
"swarm",4,"resTime",10
"swarm",5,"resTime",10
"swarm",6,"resTime",10
"k8s",1,"throughput",862.7958579881656
"k8s",2,"throughput",944.4324499379284
"k8s",3,"throughput",964.2355275121924
"k8s",4,"throughput",967.113444797568
"k8s",5,"throughput",972.9752272916841
"k8s",6,"throughput",981.104039922622
"nomad",1,"throughput",550.9911668844767
"nomad",2,"throughput",544.8049319674939
"nomad",3,"throughput",606.7620286085826
"nomad",4,"throughput",604.1641489563731
"nomad",5,"throughput",610.9782286083419
"nomad",6,"throughput",630.0070210812465
"swarm",1,"throughput",1188.5677410589954
"swarm",2,"throughput",1306.027243888785
"swarm",3,"throughput",1343.7392005529318
"swarm",4,"throughput",1337.575966058938
"swarm",5,"throughput",1284.8803054780437
"swarm",6,"throughput",1341.8328220858896
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.002857551
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
