"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",18
"k8s",2,"resTime",18
"k8s",3,"resTime",18
"k8s",4,"resTime",18
"k8s",5,"resTime",18
"k8s",6,"resTime",17
"nomad",1,"resTime",25
"nomad",2,"resTime",24
"nomad",3,"resTime",24
"nomad",4,"resTime",24
"nomad",5,"resTime",24
"nomad",6,"resTime",24
"swarm",1,"resTime",13
"swarm",2,"resTime",13
"swarm",3,"resTime",12
"swarm",4,"resTime",12
"swarm",5,"resTime",12
"swarm",6,"resTime",12
"k8s",1,"throughput",738.9459014316484
"k8s",2,"throughput",679.6201351666278
"k8s",3,"throughput",780.4589754454828
"k8s",4,"throughput",783.3415409410395
"k8s",5,"throughput",731.714966754485
"k8s",6,"throughput",764.7675867042549
"nomad",1,"throughput",530.0345328971283
"nomad",2,"throughput",548.5539619092406
"nomad",3,"throughput",554.7541295456707
"nomad",4,"throughput",539.089578679812
"nomad",5,"throughput",557.707018550392
"nomad",6,"throughput",544.4658804493263
"swarm",1,"throughput",1092.637692019483
"swarm",2,"throughput",1113.7101393927821
"swarm",3,"throughput",1082.6990904028214
"swarm",4,"throughput",1131.1697966835827
"swarm",5,"throughput",1118.801751974168
"swarm",6,"throughput",1119.3743402744458
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
