"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",5.0
"k8s",2,"resTime",5.0
"k8s",3,"resTime",5.0
"k8s",4,"resTime",5.0
"k8s",5,"resTime",5.0
"k8s",6,"resTime",5.0
"nomad",1,"resTime",8
"nomad",2,"resTime",8
"nomad",3,"resTime",8.0
"nomad",4,"resTime",8.0
"nomad",5,"resTime",8
"nomad",6,"resTime",8.0
"swarm",1,"resTime",4.0
"swarm",2,"resTime",4.0
"swarm",3,"resTime",4.0
"swarm",4,"resTime",4.0
"swarm",5,"resTime",4.0
"swarm",6,"resTime",4.0
"k8s",1,"throughput",818.2540795810539
"k8s",2,"throughput",839.1071899498934
"k8s",3,"throughput",861.0509742176736
"k8s",4,"throughput",852.743397329695
"k8s",5,"throughput",906.9707178025394
"k8s",6,"throughput",832.0852055250457
"nomad",1,"throughput",543.4650171048315
"nomad",2,"throughput",561.9538102518709
"nomad",3,"throughput",537.1636184494118
"nomad",4,"throughput",575.2037864843545
"nomad",5,"throughput",535.1854983779463
"nomad",6,"throughput",556.2844146516638
"swarm",1,"throughput",848.9568170790878
"swarm",2,"throughput",1132.319637657716
"swarm",3,"throughput",1174.7331677518964
"swarm",4,"throughput",1156.948300938781
"swarm",5,"throughput",1173.0401850051949
"swarm",6,"throughput",1170.216322845966
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.5971429
"nomad",2,"errorPct",0.23714286
"nomad",3,"errorPct",0.30857143
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.54571426
"nomad",6,"errorPct",0.41714287
"swarm",1,"errorPct",0.017142856
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
