"runNumber","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","StdDev","receivedKBytesPerSec","sentKBytesPerSec"
1,34995,26064,74.47921,16.240748678382705,0.0,2955.0,3.0,5.0,9.0,822.3089033531498,51.112735836153,148.35023193158585,155.78899145557722
2,34995,0,0.0,33.908872696099344,4.0,290.0,65.0,85.0,134.0,435.0826153444482,25.94316462785157,99.42317577207116,82.42776111017865
3,34995,2849,8.141163,30.926646663808853,0.0,338.0,61.0,79.0,128.0,480.33106401669045,25.200683181545976,107.24227467967636,91.00022111253706
4,34995,28383,81.10587,14.994884983569245,0.0,1282.0,5.0,8.0,18.0,616.8041455160744,69.4451042848063,108.57264416001304,116.85547288097504
5,34995,27555,78.73982,14.88506929561363,0.0,1295.0,4.0,6.0,11.0,717.919786644784,53.5691850905389,127.23350231433994,136.01214707918763
6,34995,34689,99.12559,6.654007715387905,0.0,1019.0,6.0,9.0,19.0,2113.3522555709887,51.70595427432827,347.88813862552087,400.38118904372243
