"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,"warm",5833,0,0.0,3.48414195096863,2.0,71.0,4.0,5.0,10.0,276.7865616399355,90.55029116150232,52.978677813893896
1,"cold",5833,1,0.017143836,4.829590262300697,2.0,4580.0,5.0,6.0,12.0,199.97942951179377,65.41810320813906,38.27731267999177
1,"warm",5833,0,0.0,3.2412137836447754,2.0,73.0,4.0,4.0,8.0,295.53630237624765,96.68423954691697,56.56749537670366
1,"cold",5833,0,0.0,3.5698611349219957,2.0,113.0,5.0,6.0,10.0,271.73204136774433,88.89671275214292,52.01121104304481
1,"warm",5833,0,0.0,3.3716783816218046,2.0,68.0,4.0,5.0,9.0,287.32574750012316,93.99816934818483,54.995943857445454
1,"cold",5833,0,0.0,4.463055031716095,2.0,5110.0,4.0,5.0,10.0,219.21154496598896,71.71471441758428,41.95845977864632
2,"warm",5833,0,0.0,3.7142122406994678,2.0,73.0,5.0,6.0,12.0,258.95671476137625,84.71728461431744,49.56593368479468
2,"cold",5833,0,0.0,4.2208126178638805,2.0,4026.0,4.0,6.0,11.0,230.46226787830898,75.39537083909522,44.11191846108258
2,"warm",5833,0,0.0,3.249442825304306,2.0,80.0,4.0,5.0,8.0,297.32898358650215,97.27071240378734,56.91062576460394
2,"cold",5833,0,0.0,5.48705640322305,2.0,9589.0,5.0,6.0,10.0,178.4173982198024,58.36897305042364,34.150205128009055
2,"warm",5833,0,0.0,3.579633121892681,2.0,79.0,4.0,6.0,9.0,271.050185873606,88.67364479263476,51.88069963986989
2,"cold",5833,0,0.0,4.495628321618362,2.0,4037.0,5.0,6.0,10.0,217.12265028847943,71.03133578773497,41.55863228177927
3,"warm",5833,0,0.0,3.001371506943264,2.0,74.0,4.0,4.0,7.0,319.84427263256015,104.63655403506608,61.22019280857598
3,"cold",5833,0,0.0,3.287159266243789,2.0,500.0,4.0,4.300000000000182,9.0,291.30043947263283,95.29848361653515,55.75672474280863
3,"warm",5833,0,0.0,3.047659866278067,2.0,90.0,4.0,4.0,8.0,309.13137951136787,101.1318477893635,59.169678109597754
3,"cold",5833,0,0.0,4.033087605005998,2.0,3733.0,4.0,5.0,9.0,240.62538674147106,78.72021929530547,46.057202930984694
3,"warm",5833,0,0.0,3.2914452254414637,2.0,66.0,4.0,4.0,8.0,294.20962372641986,96.25021869956117,56.31356079138505
3,"cold",5833,0,0.0,3.29624549974284,2.0,96.0,4.0,5.0,8.0,292.42492605404317,95.66635764463328,55.97195850253171
4,"warm",5833,0,0.0,3.405794616835242,2.0,67.0,4.0,5.0,8.0,283.3754372328022,92.70583151659056,54.23982978284104
4,"cold",5833,0,0.0,4.337390708040452,2.0,4314.0,5.0,6.0,9.0,225.2384446074835,73.68640521826853,43.11204603815114
4,"warm",5833,0,0.0,3.4323675638608018,2.0,196.0,4.0,5.0,9.0,282.86698026283887,92.53949061333108,54.142507940934
4,"cold",5833,0,0.0,3.6807817589576572,2.0,382.0,4.0,5.0,9.0,263.9844315713251,86.36209431288468,50.52827010544895
4,"warm",5833,0,0.0,3.4071661237785076,2.0,74.0,4.0,5.0,9.0,284.4117216831635,93.0448503553318,54.43818110341801
4,"cold",5833,0,0.0,4.703240185153435,2.0,6894.0,4.0,6.0,12.0,207.69093822325087,67.94576592264553,39.753343644294105
5,"warm",5833,0,0.0,3.057260414880855,2.0,68.0,4.0,4.0,7.0,314.65098716150607,102.93757880771928,60.22616551138203
5,"cold",5833,0,0.0,4.168523915652348,2.0,4500.0,4.0,5.0,8.0,233.50680544435548,76.3913865467374,44.694661979583664
5,"warm",5833,0,0.0,3.2653865935196205,2.0,70.0,4.0,4.0,8.0,296.12143364808605,96.8756643282313,56.67949315920398
5,"cold",5833,0,0.0,3.4887707869021143,2.0,91.0,4.0,5.0,10.0,276.6946539537973,90.52022370558797,52.961086108344006
5,"warm",5833,0,0.0,3.2842448139893756,2.0,69.0,4.0,5.0,9.0,294.41752473248533,96.31823318885019,56.353354343327275
5,"cold",5833,1,0.017143836,4.245499742842442,2.0,4888.0,4.0,5.0,9.0,229.8175800795871,75.17888319510658,43.98852118710847
6,"warm",5833,0,0.0,3.3692782444710963,2.0,978.0,4.0,4.0,8.0,288.83386976974504,94.49154919225056,55.28460788561525
6,"cold",5833,0,0.0,4.340990913766505,2.0,4516.0,4.0,5.0,10.0,223.9585333077366,73.26768423641774,42.86706301593396
6,"warm",5833,0,0.0,3.433910509171952,2.0,65.0,4.0,5.0,9.0,281.2168546909652,91.9996546108138,53.826663593192556
6,"cold",5833,0,0.0,3.543116749528537,2.0,99.0,4.0,5.0,8.0,273.9655253393453,89.62739354363346,52.438713834484055
6,"warm",5833,0,0.0,3.244985427738729,2.0,67.0,4.0,4.0,7.0,297.20778559054315,97.2310626687812,56.8874277106899
6,"cold",5833,0,0.0,4.1126350077147205,2.0,3905.0,4.0,5.0,9.0,237.0271039050754,77.54304668769555,45.36846910683083
