"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",239
"k8s",2,"resTime",217
"k8s",3,"resTime",220
"k8s",4,"resTime",225
"k8s",5,"resTime",228
"k8s",6,"resTime",232
"nomad",1,"resTime",236
"nomad",2,"resTime",229
"nomad",3,"resTime",234
"nomad",4,"resTime",229
"nomad",5,"resTime",222
"nomad",6,"resTime",236
"swarm",1,"resTime",202
"swarm",2,"resTime",202
"swarm",3,"resTime",201
"swarm",4,"resTime",198
"swarm",5,"resTime",205
"swarm",6,"resTime",203
"k8s",1,"throughput",58.52946292381386
"k8s",2,"throughput",63.98032780890916
"k8s",3,"throughput",62.82234712690311
"k8s",4,"throughput",61.577199807851684
"k8s",5,"throughput",61.09611617602386
"k8s",6,"throughput",60.20458721278308
"nomad",1,"throughput",62.4327636867711
"nomad",2,"throughput",64.5696372328511
"nomad",3,"throughput",63.203693067912134
"nomad",4,"throughput",64.56570591469468
"nomad",5,"throughput",66.168879544088
"nomad",6,"throughput",62.99310396967258
"swarm",1,"throughput",68.68552451834755
"swarm",2,"throughput",68.98529811820644
"swarm",3,"throughput",68.88589684536252
"swarm",4,"throughput",70.24245137022459
"swarm",5,"throughput",68.18992242775221
"swarm",6,"throughput",68.76420920668168
"k8s",1,"errorPct",0.0
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",0.0
"nomad",3,"errorPct",0.0
"nomad",4,"errorPct",0.0
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
