"framework","runNumber","factor","factorValue"
"k8s",1,"resTime",30
"k8s",2,"resTime",30.0
"k8s",3,"resTime",31.0
"k8s",4,"resTime",30.0
"k8s",5,"resTime",32.0
"k8s",6,"resTime",30.0
"nomad",1,"resTime",39.0
"nomad",2,"resTime",34
"nomad",3,"resTime",36.0
"nomad",4,"resTime",32.0
"nomad",5,"resTime",29.0
"nomad",6,"resTime",39.0
"swarm",1,"resTime",25.0
"swarm",2,"resTime",25.0
"swarm",3,"resTime",25.0
"swarm",4,"resTime",25.0
"swarm",5,"resTime",25.0
"swarm",6,"resTime",25.0
"k8s",1,"throughput",608.95257020342
"k8s",2,"throughput",606.5647637863506
"k8s",3,"throughput",620.9527188858334
"k8s",4,"throughput",624.0639041437843
"k8s",5,"throughput",592.9791271347249
"k8s",6,"throughput",609.5755612449275
"nomad",1,"throughput",497.47708052021886
"nomad",2,"throughput",468.1761057283009
"nomad",3,"throughput",524.2160913952358
"nomad",4,"throughput",515.8430093081279
"nomad",5,"throughput",540.3486020409739
"nomad",6,"throughput",503.7275841225065
"swarm",1,"throughput",777.4322523322967
"swarm",2,"throughput",792.1957402503339
"swarm",3,"throughput",788.6790752174501
"swarm",4,"throughput",791.568662927447
"swarm",5,"throughput",786.9058860560277
"swarm",6,"throughput",789.4796201475199
"k8s",1,"errorPct",0.18571429
"k8s",2,"errorPct",0.0
"k8s",3,"errorPct",0.0
"k8s",4,"errorPct",0.0
"k8s",5,"errorPct",0.0
"k8s",6,"errorPct",0.0
"nomad",1,"errorPct",0.0
"nomad",2,"errorPct",34.00857
"nomad",3,"errorPct",1.4114286
"nomad",4,"errorPct",23.205715
"nomad",5,"errorPct",0.0
"nomad",6,"errorPct",0.0
"swarm",1,"errorPct",0.0
"swarm",2,"errorPct",0.0
"swarm",3,"errorPct",0.0
"swarm",4,"errorPct",0.0
"swarm",5,"errorPct",0.0
"swarm",6,"errorPct",0.0
